         27262 function calls (26164 primitive calls) in 1.080 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\uuid.py:723(uuid4)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1137(flush)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method moveCursor}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\settings_manager.py:49(ensure_typing_effect_settings)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:137(__init__)
      299    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:425(_close_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:1356(add_cookie_header)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\file_download.py:188(hf_hub_url)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:1398(expanduser)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\connection.py:15(is_connection_dropped)
        6    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        4    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\AuraText\auratext\Core\Lexers.py:92(__init__)
       38    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        6    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:855(quote)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connectionpool.py:296(_put_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\cryptography\fernet.py:28(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connection.py:299(is_connected)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\adapters.py:240(init_poolmanager)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\settings_manager.py:33(get_vault_path)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:106(_encode_params)
       46    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:77(readline)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\visual_effects.py:43(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\sessions.py:159(resolve_redirects)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\project_manager.py:716(on_vault_changed)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
       29    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:119(_coerce_args)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\wait.py:113(wait_for_read)
       12    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1008(_find_data_type_)
       30    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\json\encoder.py:414(_iterencode)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\AuraText\auratext\Core\powershell.py:235(find_powershell_core)
       31    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:850(__setattr__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:588(prepare_auth)
       13    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connection.py:556(__init__)
        9    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\widget_manager.py:214(get_qt_dock_area)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\project_manager.py:719(update_project_list)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
        1    0.000    0.000    0.000    0.000 {built-in method singleShot}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\wait.py:95(wait_for_socket)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_token.py:111(_get_token_from_environment)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       41    0.000    0.000    0.000    0.000 {function Overlay.event at 0x00000219CC3E3920}
      111    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:630(prepare_hooks)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\difflib.py:492(get_opcodes)
        1    0.000    0.000    0.000    0.000 {method 'emit' of 'PyQt6.QtCore.pyqtBoundSignal' objects}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\ai_model_manager.py:27(__init__)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\widget_vault.py:54(refresh_vaults)
       19    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1394(_iter_member_by_value_)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:1034(check_header_validity)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\process_manager.py:12(__init__)
      133    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\textwrap.py:470(indent)
       25    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:1018(get_auth_from_url)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\request.py:2702(getproxies_registry)
       20    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:205(_hostinfo)
       10    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:100(_intenum_converter)
       18    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:234(_acquireLock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\base64.py:121(urlsafe_b64decode)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:207(register_hook)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:509(urlunparse)
        3    0.000    0.000    0.000    0.000 {built-in method fill}
       38    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:785(__delattr__)
        1    0.000    0.000    0.000    0.000 {built-in method setHeaderHidden}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\poolmanager.py:199(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method setColor}
       54    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:126(check_for_unsaved_changes)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:539(get_encoding_from_headers)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_base.py:1311(special_tokens_map_extended)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\difflib.py:421(get_matching_blocks)
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
        7    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\timeout.py:109(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connectionpool.py:81(__init__)
       61    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1428(_fixupParents)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_base.py:848(__init__)
      426    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\subprocess.py:576(list2cmdline)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\contextlib.py:299(helper)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\AuraText\auratext\Core\powershell.py:393(resizeEvent)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:52(_ignore_error)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_headers.py:235(_deduplicate_user_agent)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\uuid.py:139(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\utils\import_utils.py:1039(is_training_run_on_sagemaker)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\NITTY_GRITTY\text_workers.py:11(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\wait.py:33(select_wait_for_socket)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:679(_init_length)
       16    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:1045(_validate_header_part)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:85(path_url)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_base.py:1348(all_special_tokens)
       20    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
       30    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:79(_is_private)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:674(formatMessage)
      110    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:931(quote_from_bytes)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:243(get_payload)
        6    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connection.py:134(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:573(_byte_offset_to_character_offset)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\typing_extensions.py:3029(_collect_parameters)
    50/30    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\json\encoder.py:334(_iterencode_dict)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1212(__instancecheck__)
       98    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {built-in method setObjectName}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\retry.py:202(__init__)
       36    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      122    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\url.py:263(_remove_path_dot_segments)
        4    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ctypes\__init__.py:389(__getattr__)
       11    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\widget_manager.py:171(is_dock_deleted)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:504(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\queue.py:154(get)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:660(requote_uri)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_compiler.py:511(_compile_info)
      512    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_fast.py:183(<lambda>)
      512    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_fast.py:246(<lambda>)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:771(close)
       42    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1292(value)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:462(format)
        7    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connectionpool.py:348(_get_timeout)
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\threading.py:394(notify)
        2    0.000    0.000    0.000    0.000 {built-in method setSortingEnabled}
       10    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       56    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method setRootPath}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1126(__init__)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:247(update_file_outline)
        1    0.000    0.000    0.000    0.000 {built-in method today}
       56    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       40    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:511(set_raw)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\subprocess.py:1282(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\widget_manager.py:335(add_advanced_data_viewer_dock)
      3/1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_compiler.py:37(_compile)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\settings_manager.py:63(get_typing_effect_speed)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\contextlib.py:132(__enter__)
       73    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\process_manager.py:116(update_process_list)
       12    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connection.py:400(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\sklearn\feature_extraction\text.py:1938(__init__)
       29    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\encodings\cp1252.py:18(encode)
       10    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\structures.py:57(__iter__)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_validators.py:173(smoothly_deprecate_use_auth_token)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\sessions.py:107(get_redirect_target)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       28    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\cookies.py:542(merge_cookies)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1035(_find_new_)
        1    0.000    0.000    0.000    0.000 {built-in method setText}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1562(__and__)
       34    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1483(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        3    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\encodings\idna.py:155(encode)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method globalInstance}
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:29(_splitparam)
       10    0.000    0.000    0.000    0.000 <frozen ntpath>:156(splitdrive)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:823(items)
        1    0.000    0.000    0.000    0.000 {built-in method setExtraSelections}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:774(get_proxy)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:455(_format)
      192    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\difflib.py:120(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:670(verify_mode)
       10    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
       18    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:38(_is_descriptor)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1472(<genexpr>)
       19    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       22    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\util.py:19(to_str)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:441(_encode_hostname)
       33    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\textwrap.py:482(prefixed_lines)
       10    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:968(acquire)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ctypes\__init__.py:396(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method setLineWrapMode}
        7    0.000    0.000    0.000    0.000 {built-in method setAttribute}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\timeout.py:188(clone)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:865(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method setAcceptDrops}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connectionpool.py:1149(_normalize_host)
       24    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:494(prepare_body)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\tokenize.py:382(find_cookie)
        7    0.000    0.000    0.000    0.000 {built-in method fontMetrics}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:668(usesTime)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:520(urlunsplit)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:446(populate_file_outline)
       30    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:59(_is_sunder)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:542(minimum_version)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\ssl_.py:473(is_ipaddress)
        2    0.000    0.000    0.000    0.000 {built-in method setContextMenuPolicy}
       37    0.000    0.000    0.000    0.000 <frozen os>:777(check_str)
       54    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\structures.py:58(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method setShortcut}
        1    0.000    0.000    0.000    0.000 {built-in method document}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\base64.py:65(b64decode)
       11    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:1227(deepvalues)
        6    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1206(__setattr__)
       18    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:243(_releaseLock)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:514(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_base.py:1041(bos_token)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\url.py:332(_idna_encode)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\contextlib.py:104(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:769(is_redirect)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:258(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method addSeparator}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\connection.py:93(_set_socket_options)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\settings_manager.py:69(get_typing_effect_particle_count)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:175(_type_check)
       26    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:48(_is_dunder)
       73    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       55    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\sessions.py:799(mount)
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\difflib.py:184(set_seqs)
       16    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_runtime.py:77(is_package_available)
      119    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1165(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\_collections.py:84(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\copy.py:231(_keep_alive)
       19    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:117(_iter_bits_lsb)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:430(close)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\retry.py:387(is_retry)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\json\encoder.py:205(iterencode)
        2    0.000    0.000    0.000    0.000 {built-in method setCurrentText}
       19    0.000    0.000    0.000    0.000 {built-in method time.time}
       51    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\widget_vault.py:463(__init__)
       11    0.000    0.000    0.000    0.000 {built-in method objectName}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\vault_manager.py:498(get_projects)
        2    0.000    0.000    0.000    0.000 {built-in method setColumnWidth}
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\copy.py:252(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:396(_check_close)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:446(_init_decoder)
        1    0.000    0.000    0.000    0.000 {built-in method setTabsClosable}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_errors.py:248(hf_raise_for_status)
       21    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\timeout.py:130(_validate_timeout)
