         27262 function calls (26164 primitive calls) in 1.080 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\NITTY_GRITTY\big_links.py:75(initUI)
       34    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:387(_parse_path)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:460(format_frame_summary)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\AuraText\auratext\Core\powershell.py:285(display_prompt)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:765(should_bypass_proxies)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:890(content)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\settings_manager.py:9(__init__)
       22    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
     90/2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\copy.py:118(deepcopy)
       72    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1129(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method setPlainText}
        1    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_headers.py:142(get_token_to_send)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\_collections.py:242(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:816(generate)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:315(__init__)
      6/2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\copy.py:217(_deepcopy_dict)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_token.py:31(get_token)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_fast.py:240(added_tokens_encoder)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:1038(stream)
       24    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\encodings\cp1252.py:22(decode)
        3    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:1306(mkdir)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\poolmanager.py:276(connection_from_host)
       41    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\overlay.py:31(event)
     1024    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\widget_manager.py:70(load_config)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\request.py:2505(getproxies_environment)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\_collections.py:337(extend)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_fast.py:248(added_tokens_decoder)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:910(read)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1645(makeRecord)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\poolmanager.py:305(connection_from_context)
        4    0.000    0.000    0.000    0.000 {method 'get_added_tokens_decoder' of 'tokenizers.Tokenizer' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\__init__.py:174(search)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\menu_manager.py:39(create_file_menu)
        9    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:351(_walk_tb_with_full_positions)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_http.py:133(get_session)
       88    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:2208(info)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:298(__init__)
      162    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       24    0.000    0.000    0.000    0.000 <frozen ntpath>:236(split)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:114(proxy_bypass)
       24    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_token.py:116(_get_token_from_file)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:365(_get_code_position)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\__init__.py:280(_compile)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:343(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:254(__set_name__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_http.py:174(_get_session_from_cache)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_http.py:82(_default_backend_factory)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:469(_parse_headers)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1414(_missing_)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:858(_raw_read)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\visual_effects.py:15(__init__)
       22    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:374(urlparse)
       53    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:1157(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:390(__setitem__)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\input_manager.py:110(load_device_index)
        7    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:350(line_number_area_width)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\poolmanager.py:330(connection_from_pool_key)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\workspace_manager.py:56(load_workspaces)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\cookies.py:124(extract_cookies_to_jar)
        3    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\cursor_manager.py:13(__init__)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\file_explorer.py:41(setup_trees)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:251(highlight_current_line)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_compiler.py:740(compile)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:1320(endheaders)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:1082(_send_output)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\sessions.py:390(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\menu_manager.py:49(create_edit_menu)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:589(_extract_caret_anchors_from_line_segment)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:1027(send)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\poolmanager.py:229(_new_pool)
       49    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\copy.py:247(_reconstruct)
       11    0.000    0.000    0.000    0.000 <frozen ntpath>:275(dirname)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\overlay.py:85(initUI)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\request.py:2751(getproxies)
     1031    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connectionpool.py:982(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:1200(sendall)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1032(__contains__)
       26    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        3    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:870(is_dir)
       24    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:719(__truediv__)
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1611(findCaller)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connectionpool.py:177(__init__)
1056/1043    0.000    0.000    0.000    0.000 {built-in method builtins.len}
       31    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:380(with_segments)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\tokenize.py:352(detect_encoding)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ast.py:34(parse)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connectionpool.py:258(_get_conn)
      466    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:711(joinpath)
       13    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:665(emit)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       41    0.000    0.000    0.000    0.000 {built-in method type}
       53    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:358(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\settings_manager.py:39(ensure_vault_path)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:610(prepare_cookies)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_http.py:50(add_headers)
        3    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:435(sizeHint)
      117    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1790(isEnabledFor)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\ssl.py:1173(send)
      624    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\cookies.py:521(cookiejar_from_dict)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\cookies.py:140(get_cookie_header)
        3    0.000    0.000    0.000    0.000 {built-in method setWindowFlags}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\NITTY_GRITTY\text_workers.py:17(run)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\AuraText\auratext\Core\powershell.py:464(load_typing_effect_settings)
      184    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       12    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connection.py:351(putheader)
      340    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       26    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:263(start_comparison)
       37    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        6    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\cookies.py:35(__init__)
        3    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 {built-in method horizontalAdvance}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:1680(extract_cookies)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\adapters.py:396(build_connection_pool_key_attributes)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\json\__init__.py:120(dump)
        3    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:377(resizeEvent)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connection.py:331(putrequest)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:392(inner)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:969(parse)
     1026    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       16    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_validators.py:119(validate_repo_id)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\adapters.py:90(_urllib3_request_context)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\settings_manager.py:79(ensure_app_data_dir)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\font_manager.py:16(load_custom_fonts)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\project_manager.py:712(update_vault_selector)
       98    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1529(info)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\project_manager.py:459(update_project_selector)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:658(__init__)
      142    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1206(__init__)
      183    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        3    0.000    0.000    0.000    0.000 {built-in method addItems}
       17    0.000    0.000    0.000    0.000 <frozen ntpath>:257(splitext)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\terminal_widget.py:22(setup_shortcuts)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:741(parents)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:1136(putrequest)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\models.py:483(prepare_headers)
      2/1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:452(_parse_sub)
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:345(to_key_val_list)
      207    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:2149(getLogger)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\adapters.py:202(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:268(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\url.py:351(_encode_target)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\ai_model_manager.py:154(__init__)
       40    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\_policybase.py:293(header_source_parse)
        6    0.000    0.000    0.000    0.000 {built-in method addLayout}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\tokenize.py:376(read_or_stop)
       20    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:200(_is_internal_frame)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\adapters.py:304(cert_verify)
        1    0.000    0.000    0.000    0.000 {built-in method setPalette}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:1599(make_cookies)
        6    0.000    0.000    0.000    0.000 {built-in method setLayout}
       12    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\queue.py:122(put)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1467(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:731(parent)
       16    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:494(get)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:213(_read_headers)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:596(get_content_type)
        6    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:362(update_line_number_area)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:513(__prepare__)
       52    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\_policybase.py:311(header_fetch_parse)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:76(proxy_bypass_registry)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\huggingface_hub\utils\_headers.py:191(_http_user_agent)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\traceback.py:869(format_exception_only)
        2    0.000    0.000    0.000    0.000 {built-in method setModel}
      183    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       42    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        3    0.000    0.000    0.000    0.000 {built-in method primaryScreen}
       12    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:1292(putheader)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1377(getLogger)
      2/1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_parser.py:512(_parse)
       19    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1257(_open)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\adapters.py:546(request_url)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\contextlib.py:141(__exit__)
      622    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 {built-in method setStyleSheet}
        7    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\cookiejar.py:1261(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:450(as_posix)
       17    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:801(_fp_read)
      314    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      447    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:838(select_proxy)
  129/127    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:483(items)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:182(close)
      340    0.000    0.000    0.000    0.000 <frozen os>:732(__iter__)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:519(__eq__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
        3    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:452(urlsplit)
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       37    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:429(_format_parsed_parts)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\tokenization_utils_base.py:1327(all_special_tokens_extended)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:261(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\utils\hub.py:232(http_user_agent)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
       52    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\_policybase.py:281(_sanitize_header)
       46    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:127(__next__)
       44    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:202(__get__)
       20    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\GUX\code_editor.py:359(update_line_number_area_width)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:529(get_all)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\http\client.py:463(read)
        9    0.000    0.000    0.000    0.000 {built-in method addDockWidget}
      108    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\netrc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\download_manager.py:46(__init__)
       40    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\_collections.py:302(add)
       53    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:1164(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\connectionpool.py:1046(_new_conn)
        6    0.000    0.000    0.000    0.000 <frozen ntpath>:350(expanduser)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\difflib.py:833(compare)
        8    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:484(_str_normcase)
        6    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\util\url.py:303(_normalize_host)
       18    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\urllib\parse.py:164(hostname)
       76    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\structures.py:46(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1476(copy_with)
       14    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:1517(debug)
       48    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\_collections.py:259(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\re\_compiler.py:573(_code)
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:277(__getitem__)
        4    0.000    0.000    0.000    0.000 {built-in method viewport}
        4    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:735(_error_catcher)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\cccore.py:111(late_init)
        1    0.000    0.000    0.000    0.000 x:\_WORK\Python\Qt\BigLinks\HMC\settings_manager.py:57(get_typing_effect_enabled)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:1197(home)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\typing.py:1260(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:967(_get_mixins_)
        9    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\logging\__init__.py:2218(debug)
        7    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\pathlib.py:420(_from_parsed_parts)
       54    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\enum.py:1544(_get_value)
        6    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\message.py:620(get_content_maintype)
       58    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\structures.py:51(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\email\feedparser.py:100(push)
        5    0.000    0.000    0.000    0.000 <frozen ntpath>:268(basename)
        3    0.000    0.000    0.000    0.000 {built-in method clear}
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\transformers\utils\hub.py:162(is_remote_url)
       37    0.000    0.000    0.000    0.000 <frozen os>:783(encodekey)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\urllib3\response.py:635(release_conn)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:304(makefile)
        1    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\site-packages\requests\utils.py:900(default_headers)
        2    0.000    0.000    0.000    0.000 C:\Users\thewi\miniconda3\Lib\socket.py:221(__init__)
        7    0.000    0.000    0.000    0.000 <frozen ntpath>:588(abspath)
       29    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
